ID,Target
ID_3554,High
ID_3555,Low
ID_3556,Medium
ID_3557,High
ID_3558,Low
ID_3559,Medium
ID_3560,High
ID_3561,Low
ID_3562,Medium
ID_3563,High
ID_3564,Low
ID_3565,Medium
ID_3566,High
ID_3567,Low
ID_3568,Medium
ID_3569,High
ID_3570,Low
ID_3571,Medium
ID_3572,High
ID_3573,Low
ID_3574,Medium
ID_3575,High
ID_3576,Low
ID_3577,Medium
ID_3578,High
ID_3579,Low
ID_3580,Medium
ID_3581,High
ID_3582,Low
ID_3583,Medium
ID_3584,High
ID_3585,Low
ID_3586,Medium
ID_3587,High
ID_3588,Low
ID_3589,Medium
ID_3590,High
ID_3591,Low
ID_3592,Medium
ID_3593,High
ID_3594,Low
ID_3595,Medium
ID_3596,High
ID_3597,Low
ID_3598,Medium
ID_3599,High
ID_3600,Low
ID_3601,Medium
ID_3602,High
ID_3603,Low
ID_3604,Medium
ID_3605,High
ID_3606,Low
ID_3607,Medium
ID_3608,High
ID_3609,Low
ID_3610,Medium
ID_3611,High
ID_3612,Low
ID_3613,Medium
ID_3614,High
ID_3615,Low
ID_3616,Medium
ID_3617,High
ID_3618,Low
ID_3619,Medium
ID_3620,High
ID_3621,Low
ID_3622,Medium
ID_3623,High
ID_3624,Low
ID_3625,Medium
ID_3626,High
ID_3627,Low
ID_3628,Medium
ID_3629,High
ID_3630,Low
ID_3631,Medium
ID_3632,High
ID_3633,Low
ID_3634,Medium
ID_3635,High
ID_3636,Low
ID_3637,Medium
ID_3638,High
ID_3639,Low
ID_3640,Medium
ID_3641,High
ID_3642,Low
ID_3643,Medium
ID_3644,High
ID_3645,Low
ID_3646,Medium
ID_3647,High
ID_3648,Low
ID_3649,Medium
ID_3650,High
ID_3651,Low
ID_3652,Medium
ID_3653,High
ID_3654,Low
ID_3655,Medium
ID_3656,High
ID_3657,Low
ID_3658,Medium
ID_3659,High
ID_3660,Low
ID_3661,Medium
ID_3662,High
ID_3663,Low
ID_3664,Medium
ID_3665,High
ID_3666,Low
ID_3667,Medium
ID_3668,High
ID_3669,Low
ID_3670,Medium
ID_3671,High
ID_3672,Low
ID_3673,Medium
ID_3674,High
ID_3675,Low
ID_3676,Medium
ID_3677,High
ID_3678,Low
ID_3679,Medium
ID_3680,High
ID_3681,Low
ID_3682,Medium
ID_3683,High
ID_3684,Low
ID_3685,Medium
ID_3686,High
ID_3687,Low
ID_3688,Medium
ID_3689,High
ID_3690,Low
ID_3691,Medium
ID_3692,High
ID_3693,Low
ID_3694,Medium
ID_3695,High
ID_3696,Low
ID_3697,Medium
ID_3698,High
ID_3699,Low
ID_3700,Medium
ID_3701,High
ID_3702,Low
ID_3703,Medium
ID_3704,High
ID_3705,Low
ID_3706,Medium
ID_3707,High
ID_3708,Low
ID_3709,Medium
ID_3710,High
ID_3711,Low
ID_3712,Medium
ID_3713,High
ID_3714,Low
ID_3715,Medium
ID_3716,High
ID_3717,Low
ID_3718,Medium
ID_3719,High
ID_3720,Low
ID_3721,Medium
ID_3722,High
ID_3723,Low
ID_3724,Medium
ID_3725,High
ID_3726,Low
ID_3727,Medium
ID_3728,High
ID_3729,Low
ID_3730,Medium
ID_3731,High
ID_3732,Low
ID_3733,Medium
ID_3734,High
ID_3735,Low
ID_3736,Medium
ID_3737,High
ID_3738,Low
ID_3739,Medium
ID_3740,High
ID_3741,Low
ID_3742,Medium
ID_3743,High
ID_3744,Low
ID_3745,Medium
ID_3746,High
ID_3747,Low
ID_3748,Medium
ID_3749,High
ID_3750,Low
ID_3751,Medium
ID_3752,High
ID_3753,Low
ID_3754,Medium
ID_3755,High
ID_3756,Low
ID_3757,Medium
ID_3758,High
ID_3759,Low
ID_3760,Medium
ID_3761,High
ID_3762,Low
ID_3763,Medium
ID_3764,High
ID_3765,Low
ID_3766,Medium
ID_3767,High
ID_3768,Low
ID_3769,Medium
ID_3770,High
ID_3771,Low
ID_3772,Medium
ID_3773,High
ID_3774,Low
ID_3775,Medium
ID_3776,High
ID_3777,Low
ID_3778,Medium
ID_3779,High
ID_3780,Low
ID_3781,Medium
ID_3782,High
ID_3783,Low
ID_3784,Medium
ID_3785,High
ID_3786,Low
ID_3787,Medium
ID_3788,High
ID_3789,Low
ID_3790,Medium
ID_3791,High
ID_3792,Low
ID_3793,Medium
ID_3794,High
ID_3795,Low
ID_3796,Medium
ID_3797,High
ID_3798,Low
ID_3799,Medium
ID_3800,High
ID_3801,Low
ID_3802,Medium
ID_3803,High
ID_3804,Low
ID_3805,Medium
ID_3806,High
ID_3807,Low
ID_3808,Medium
ID_3809,High
ID_3810,Low
ID_3811,Medium
ID_3812,High
ID_3813,Low
ID_3814,Medium
ID_3815,High
ID_3816,Low
ID_3817,Medium
ID_3818,High
ID_3819,Low
ID_3820,Medium
ID_3821,High
ID_3822,Low
ID_3823,Medium
ID_3824,High
ID_3825,Low
ID_3826,Medium
ID_3827,High
ID_3828,Low
ID_3829,Medium
ID_3830,High
ID_3831,Low
ID_3832,Medium
ID_3833,High
ID_3834,Low
ID_3835,Medium
ID_3836,High
ID_3837,Low
ID_3838,Medium
ID_3839,High
ID_3840,Low
ID_3841,Medium
ID_3842,High
ID_3843,Low
ID_3844,Medium
ID_3845,High
ID_3846,Low
ID_3847,Medium
ID_3848,High
ID_3849,Low
ID_3850,Medium
ID_3851,High
ID_3852,Low
ID_3853,Medium
ID_3854,High
ID_3855,Low
ID_3856,Medium
ID_3857,High
ID_3858,Low
ID_3859,Medium
ID_3860,High
ID_3861,Low
ID_3862,Medium
ID_3863,High
ID_3864,Low
ID_3865,Medium
ID_3866,High
ID_3867,Low
ID_3868,Medium
ID_3869,High
ID_3870,Low
ID_3871,Medium
ID_3872,High
ID_3873,Low
ID_3874,Medium
ID_3875,High
ID_3876,Low
ID_3877,Medium
ID_3878,High
ID_3879,Low
ID_3880,Medium
ID_3881,High
ID_3882,Low
ID_3883,Medium
ID_3884,High
ID_3885,Low
ID_3886,Medium
ID_3887,High
ID_3888,Low
ID_3889,Medium
ID_3890,High
ID_3891,Low
ID_3892,Medium
ID_3893,High
ID_3894,Low
ID_3895,Medium
ID_3896,High
ID_3897,Low
ID_3898,Medium
ID_3899,High
ID_3900,Low
ID_3901,Medium
ID_3902,High
ID_3903,Low
ID_3904,Medium
ID_3905,High
ID_3906,Low
ID_3907,Medium
ID_3908,High
ID_3909,Low
ID_3910,Medium
ID_3911,High
ID_3912,Low
ID_3913,Medium
ID_3914,High
ID_3915,Low
ID_3916,Medium
ID_3917,High
ID_3918,Low
ID_3919,Medium
ID_3920,High
ID_3921,Low
ID_3922,Medium
ID_3923,High
ID_3924,Low
ID_3925,Medium
ID_3926,High
ID_3927,Low
ID_3928,Medium
ID_3929,High
ID_3930,Low
ID_3931,Medium
ID_3932,High
ID_3933,Low
ID_3934,Medium
ID_3935,High
ID_3936,Low
ID_3937,Medium
ID_3938,High
ID_3939,Low
ID_3940,Medium
ID_3941,High
ID_3942,Low
ID_3943,Medium
ID_3944,High
ID_3945,Low
ID_3946,Medium
ID_3947,High
ID_3948,Low
ID_3949,Medium
ID_3950,High
ID_3951,Low
ID_3952,Medium
ID_3953,High
ID_3954,Low
ID_3955,Medium
ID_3956,High
ID_3957,Low
ID_3958,Medium
ID_3959,High
ID_3960,Low
ID_3961,Medium
ID_3962,High
ID_3963,Low
ID_3964,Medium
ID_3965,High
ID_3966,Low
ID_3967,Medium
ID_3968,High
ID_3969,Low
ID_3970,Medium
ID_3971,High
ID_3972,Low
ID_3973,Medium
ID_3974,High
ID_3975,Low
ID_3976,Medium
ID_3977,High
ID_3978,Low
ID_3979,Medium
ID_3980,High
ID_3981,Low
ID_3982,Medium
ID_3983,High
ID_3984,Low
ID_3985,Medium
ID_3986,High
ID_3987,Low
ID_3988,Medium
ID_3989,High
ID_3990,Low
ID_3991,Medium
ID_3992,High
ID_3993,Low
ID_3994,Medium
ID_3995,High
ID_3996,Low
ID_3997,Medium
ID_3998,High
ID_3999,Low
ID_4000,Medium
ID_4001,High
ID_4002,Low
ID_4003,Medium
ID_4004,High
ID_4005,Low
ID_4006,Medium
ID_4007,High
ID_4008,Low
ID_4009,Medium
ID_4010,High
ID_4011,Low
ID_4012,Medium
ID_4013,High
ID_4014,Low
ID_4015,Medium
ID_4016,High
ID_4017,Low
ID_4018,Medium
ID_4019,High
ID_4020,Low
ID_4021,Medium
ID_4022,High
ID_4023,Low
ID_4024,Medium
ID_4025,High
ID_4026,Low
ID_4027,Medium
ID_4028,High
ID_4029,Low
ID_4030,Medium
ID_4031,High
ID_4032,Low
ID_4033,Medium
ID_4034,High
ID_4035,Low
ID_4036,Medium
ID_4037,High
ID_4038,Low
ID_4039,Medium
ID_4040,High
ID_4041,Low
ID_4042,Medium
ID_4043,High
ID_4044,Low
ID_4045,Medium
ID_4046,High
ID_4047,Low
ID_4048,Medium
ID_4049,High
ID_4050,Low
ID_4051,Medium
ID_4052,High
ID_4053,Low
ID_4054,Medium
ID_4055,High
ID_4056,Low
ID_4057,Medium
ID_4058,High
ID_4059,Low
ID_4060,Medium
ID_4061,High
ID_4062,Low
ID_4063,Medium
ID_4064,High
ID_4065,Low
ID_4066,Medium
ID_4067,High
ID_4068,Low
ID_4069,Medium
ID_4070,High
ID_4071,Low
ID_4072,Medium
ID_4073,High
ID_4074,Low
ID_4075,Medium
ID_4076,High
ID_4077,Low
ID_4078,Medium
ID_4079,High
ID_4080,Low
ID_4081,Medium
ID_4082,High
ID_4083,Low
ID_4084,Medium
ID_4085,High
ID_4086,Low
ID_4087,Medium
ID_4088,High
ID_4089,Low
ID_4090,Medium
ID_4091,High
ID_4092,Low
ID_4093,Medium
ID_4094,High
ID_4095,Low
ID_4096,Medium
ID_4097,High
ID_4098,Low
ID_4099,Medium
ID_4100,High
ID_4101,Low
ID_4102,Medium
ID_4103,High
ID_4104,Low
ID_4105,Medium
ID_4106,High
ID_4107,Low
ID_4108,Medium
ID_4109,High
ID_4110,Low
ID_4111,Medium
ID_4112,High
ID_4113,Low
ID_4114,Medium
ID_4115,High
ID_4116,Low
ID_4117,Medium
ID_4118,High
ID_4119,Low
ID_4120,Medium
ID_4121,High
ID_4122,Low
ID_4123,Medium
ID_4124,High
ID_4125,Low
ID_4126,Medium
ID_4127,High
ID_4128,Low
ID_4129,Medium
ID_4130,High
ID_4131,Low
ID_4132,Medium
ID_4133,High
ID_4134,Low
ID_4135,Medium
ID_4136,High
ID_4137,Low
ID_4138,Medium
ID_4139,High
ID_4140,Low
ID_4141,Medium
ID_4142,High
ID_4143,Low
ID_4144,Medium
ID_4145,High
ID_4146,Low
ID_4147,Medium
ID_4148,High
ID_4149,Low
ID_4150,Medium
ID_4151,High
ID_4152,Low
ID_4153,Medium
ID_4154,High
ID_4155,Low
ID_4156,Medium
ID_4157,High
ID_4158,Low
ID_4159,Medium
ID_4160,High
ID_4161,Low
ID_4162,Medium
ID_4163,High
ID_4164,Low
ID_4165,Medium
ID_4166,High
ID_4167,Low
ID_4168,Medium
ID_4169,High
ID_4170,Low
ID_4171,Medium
ID_4172,High
ID_4173,Low
ID_4174,Medium
ID_4175,High
ID_4176,Low
ID_4177,Medium
ID_4178,High
ID_4179,Low
ID_4180,Medium
ID_4181,High
ID_4182,Low
ID_4183,Medium
ID_4184,High
ID_4185,Low
ID_4186,Medium
ID_4187,High
ID_4188,Low
ID_4189,Medium
ID_4190,High
ID_4191,Low
ID_4192,Medium
ID_4193,High
ID_4194,Low
ID_4195,Medium
ID_4196,High
ID_4197,Low
ID_4198,Medium
ID_4199,High
ID_4200,Low
ID_4201,Medium
ID_4202,High
ID_4203,Low
ID_4204,Medium
ID_4205,High
ID_4206,Low
ID_4207,Medium
ID_4208,High
ID_4209,Low
ID_4210,Medium
ID_4211,High
ID_4212,Low
ID_4213,Medium
ID_4214,High
ID_4215,Low
ID_4216,Medium
ID_4217,High
ID_4218,Low
ID_4219,Medium
ID_4220,High
ID_4221,Low
ID_4222,Medium
ID_4223,High
ID_4224,Low
ID_4225,Medium
ID_4226,High
ID_4227,Low
ID_4228,Medium
ID_4229,High
ID_4230,Low
ID_4231,Medium
ID_4232,High
ID_4233,Low
ID_4234,Medium
ID_4235,High
ID_4236,Low
ID_4237,Medium
ID_4238,High
ID_4239,Low
ID_4240,Medium
ID_4241,High
ID_4242,Low
ID_4243,Medium
ID_4244,High
ID_4245,Low
ID_4246,Medium
ID_4247,High
ID_4248,Low
ID_4249,Medium
ID_4250,High
ID_4251,Low
ID_4252,Medium
ID_4253,High
ID_4254,Low
ID_4255,Medium
ID_4256,High
ID_4257,Low
ID_4258,Medium
ID_4259,High
ID_4260,Low
ID_4261,Medium
ID_4262,High
ID_4263,Low
ID_4264,Medium
ID_4265,High
ID_4266,Low
ID_4267,Medium
ID_4268,High
ID_4269,Low
ID_4270,Medium
ID_4271,High
ID_4272,Low
ID_4273,Medium
ID_4274,High
ID_4275,Low
ID_4276,Medium
ID_4277,High
ID_4278,Low
ID_4279,Medium
ID_4280,High
ID_4281,Low
ID_4282,Medium
ID_4283,High
ID_4284,Low
ID_4285,Medium
ID_4286,High
ID_4287,Low
ID_4288,Medium
ID_4289,High
ID_4290,Low
ID_4291,Medium
ID_4292,High
ID_4293,Low
ID_4294,Medium
ID_4295,High
ID_4296,Low
ID_4297,Medium
ID_4298,High
ID_4299,Low
ID_4300,Medium
ID_4301,High
ID_4302,Low
ID_4303,Medium
ID_4304,High
ID_4305,Low
ID_4306,Medium
ID_4307,High
ID_4308,Low
ID_4309,Medium
ID_4310,High
ID_4311,Low
ID_4312,Medium
ID_4313,High
ID_4314,Low
ID_4315,Medium
ID_4316,High
ID_4317,Low
ID_4318,Medium
ID_4319,High
ID_4320,Low
ID_4321,Medium
ID_4322,High
ID_4323,Low
ID_4324,Medium
ID_4325,High
ID_4326,Low
ID_4327,Medium
ID_4328,High
ID_4329,Low
ID_4330,Medium
ID_4331,High
ID_4332,Low
ID_4333,Medium
ID_4334,High
ID_4335,Low
ID_4336,Medium
ID_4337,High
ID_4338,Low
ID_4339,Medium
ID_4340,High
ID_4341,Low
ID_4342,Medium
ID_4343,High
ID_4344,Low
ID_4345,Medium
ID_4346,High
ID_4347,Low
ID_4348,Medium
ID_4349,High
ID_4350,Low
ID_4351,Medium
ID_4352,High
ID_4353,Low
ID_4354,Medium
ID_4355,High
ID_4356,Low
ID_4357,Medium
ID_4358,High
ID_4359,Low
ID_4360,Medium
ID_4361,High
ID_4362,Low
ID_4363,Medium
ID_4364,High
ID_4365,Low
ID_4366,Medium
ID_4367,High
ID_4368,Low
ID_4369,Medium
ID_4370,High
ID_4371,Low
ID_4372,Medium
ID_4373,High
ID_4374,Low
ID_4375,Medium
ID_4376,High
ID_4377,Low
ID_4378,Medium
ID_4379,High
ID_4380,Low
ID_4381,Medium
ID_4382,High
ID_4383,Low
ID_4384,Medium
ID_4385,High
ID_4386,Low
ID_4387,Medium
ID_4388,High
ID_4389,Low
ID_4390,Medium
ID_4391,High
ID_4392,Low
ID_4393,Medium
ID_4394,High
ID_4395,Low
ID_4396,Medium
ID_4397,High
ID_4398,Low
ID_4399,Medium
ID_4400,High
ID_4401,Low
ID_4402,Medium
ID_4403,High
ID_4404,Low
ID_4405,Medium
ID_4406,High
ID_4407,Low
ID_4408,Medium
ID_4409,High
ID_4410,Low
ID_4411,Medium
ID_4412,High
ID_4413,Low
ID_4414,Medium
ID_4415,High
ID_4416,Low
ID_4417,Medium
ID_4418,High
ID_4419,Low
ID_4420,Medium
ID_4421,High
ID_4422,Low
ID_4423,Medium
ID_4424,High
ID_4425,Low
ID_4426,Medium
ID_4427,High
ID_4428,Low
ID_4429,Medium
ID_4430,High
ID_4431,Low
ID_4432,Medium
ID_4433,High
ID_4434,Low
ID_4435,Medium
ID_4436,High
ID_4437,Low
ID_4438,Medium
ID_4439,High
ID_4440,Low
ID_4441,Medium
ID_4442,High
ID_4443,Low
ID_4444,Medium
ID_4445,High
ID_4446,Low
ID_4447,Medium
ID_4448,High
ID_4449,Low
ID_4450,Medium
ID_4451,High
ID_4452,Low
ID_4453,Medium
ID_4454,High
ID_4455,Low
ID_4456,Medium
ID_4457,High
ID_4458,Low
ID_4459,Medium
ID_4460,High
ID_4461,Low
ID_4462,Medium
ID_4463,High
ID_4464,Low
ID_4465,Medium
ID_4466,High
ID_4467,Low
ID_4468,Medium
ID_4469,High
ID_4470,Low
ID_4471,Medium
ID_4472,High
ID_4473,Low
ID_4474,Medium
ID_4475,High
ID_4476,Low
ID_4477,Medium
ID_4478,High
ID_4479,Low
ID_4480,Medium
ID_4481,High
ID_4482,Low
ID_4483,Medium
ID_4484,High
ID_4485,Low
ID_4486,Medium
ID_4487,High
ID_4488,Low
ID_4489,Medium
ID_4490,High
ID_4491,Low
ID_4492,Medium
ID_4493,High
ID_4494,Low
ID_4495,Medium
ID_4496,High
ID_4497,Low
ID_4498,Medium
ID_4499,High
ID_4500,Low
ID_4501,Medium
ID_4502,High
ID_4503,Low
ID_4504,Medium
ID_4505,High
ID_4506,Low
ID_4507,Medium
ID_4508,High
ID_4509,Low
ID_4510,Medium
ID_4511,High
ID_4512,Low
ID_4513,Medium
ID_4514,High
ID_4515,Low
ID_4516,Medium
ID_4517,High
ID_4518,Low
ID_4519,Medium
ID_4520,High
ID_4521,Low
ID_4522,Medium
ID_4523,High
ID_4524,Low
ID_4525,Medium
ID_4526,High
ID_4527,Low
ID_4528,Medium
ID_4529,High
ID_4530,Low
ID_4531,Medium
ID_4532,High
ID_4533,Low
ID_4534,Medium
ID_4535,High
ID_4536,Low
ID_4537,Medium
ID_4538,High
ID_4539,Low
ID_4540,Medium
ID_4541,High
ID_4542,Low
ID_4543,Medium
ID_4544,High
ID_4545,Low
ID_4546,Medium
ID_4547,High
ID_4548,Low
ID_4549,Medium
ID_4550,High
ID_4551,Low
ID_4552,Medium
ID_4553,High
ID_4554,Low
ID_4555,Medium
ID_4556,High
ID_4557,Low
ID_4558,Medium
ID_4559,High
ID_4560,Low
ID_4561,Medium
ID_4562,High
ID_4563,Low
ID_4564,Medium
ID_4565,High
ID_4566,Low
ID_4567,Medium
ID_4568,High
ID_4569,Low
ID_4570,Medium
ID_4571,High
ID_4572,Low
ID_4573,Medium
ID_4574,High
ID_4575,Low
ID_4576,Medium
ID_4577,High
ID_4578,Low
ID_4579,Medium
ID_4580,High
ID_4581,Low
ID_4582,Medium
ID_4583,High
ID_4584,Low
ID_4585,Medium
ID_4586,High
ID_4587,Low
ID_4588,Medium
ID_4589,High
ID_4590,Low
ID_4591,Medium
ID_4592,High
ID_4593,Low
ID_4594,Medium
ID_4595,High
ID_4596,Low
ID_4597,Medium
ID_4598,High
ID_4599,Low
ID_4600,Medium
ID_4601,High
ID_4602,Low
ID_4603,Medium
ID_4604,High
ID_4605,Low
ID_4606,Medium
ID_4607,High
ID_4608,Low
ID_4609,Medium
ID_4610,High
ID_4611,Low
ID_4612,Medium
ID_4613,High
ID_4614,Low
ID_4615,Medium
ID_4616,High
ID_4617,Low
ID_4618,Medium
ID_4619,High
ID_4620,Low
ID_4621,Medium
ID_4622,High
ID_4623,Low
ID_4624,Medium
ID_4625,High
ID_4626,Low
ID_4627,Medium
ID_4628,High
ID_4629,Low
ID_4630,Medium
ID_4631,High
ID_4632,Low
ID_4633,Medium
ID_4634,High
ID_4635,Low
ID_4636,Medium
ID_4637,High
ID_4638,Low
ID_4639,Medium
ID_4640,High
ID_4641,Low
ID_4642,Medium
ID_4643,High
ID_4644,Low
ID_4645,Medium
ID_4646,High
ID_4647,Low
ID_4648,Medium
ID_4649,High
ID_4650,Low
ID_4651,Medium
ID_4652,High
ID_4653,Low
ID_4654,Medium
ID_4655,High
ID_4656,Low
ID_4657,Medium
ID_4658,High
ID_4659,Low
ID_4660,Medium
ID_4661,High
ID_4662,Low
ID_4663,Medium
ID_4664,High
ID_4665,Low
ID_4666,Medium
ID_4667,High
ID_4668,Low
ID_4669,Medium
ID_4670,High
ID_4671,Low
ID_4672,Medium
ID_4673,High
ID_4674,Low
ID_4675,Medium
ID_4676,High
ID_4677,Low
ID_4678,Medium
ID_4679,High
ID_4680,Low
ID_4681,Medium
ID_4682,High
ID_4683,Low
ID_4684,Medium
ID_4685,High
ID_4686,Low
ID_4687,Medium
ID_4688,High
ID_4689,Low
ID_4690,Medium
ID_4691,High
ID_4692,Low
ID_4693,Medium
ID_4694,High
ID_4695,Low
ID_4696,Medium
ID_4697,High
ID_4698,Low
ID_4699,Medium
ID_4700,High
ID_4701,Low
ID_4702,Medium
ID_4703,High
ID_4704,Low
ID_4705,Medium
ID_4706,High
ID_4707,Low
ID_4708,Medium
ID_4709,High
ID_4710,Low
ID_4711,Medium
ID_4712,High
ID_4713,Low
ID_4714,Medium
ID_4715,High
ID_4716,Low
ID_4717,Medium
ID_4718,High
ID_4719,Low
ID_4720,Medium
ID_4721,High
ID_4722,Low
ID_4723,Medium
ID_4724,High
ID_4725,Low
ID_4726,Medium
ID_4727,High
ID_4728,Low
ID_4729,Medium
ID_4730,High
ID_4731,Low
ID_4732,Medium
ID_4733,High
ID_4734,Low
ID_4735,Medium
ID_4736,High
ID_4737,Low
ID_4738,Medium
ID_4739,High
ID_4740,Low
ID_4741,Medium
ID_4742,High
ID_4743,Low
ID_4744,Medium
ID_4745,High
ID_4746,Low
ID_4747,Medium
ID_4748,High
ID_4749,Low
ID_4750,Medium
ID_4751,High
ID_4752,Low
ID_4753,Medium
ID_4754,High
ID_4755,Low
ID_4756,Medium
ID_4757,High
ID_4758,Low
ID_4759,Medium
ID_4760,High
ID_4761,Low
ID_4762,Medium
ID_4763,High
ID_4764,Low
ID_4765,Medium
ID_4766,High
ID_4767,Low
ID_4768,Medium
ID_4769,High
ID_4770,Low
ID_4771,Medium
ID_4772,High
ID_4773,Low
ID_4774,Medium
ID_4775,High
ID_4776,Low
ID_4777,Medium
ID_4778,High
ID_4779,Low
ID_4780,Medium
ID_4781,High
ID_4782,Low
ID_4783,Medium
ID_4784,High
ID_4785,Low
ID_4786,Medium
ID_4787,High
ID_4788,Low
ID_4789,Medium
ID_4790,High
ID_4791,Low
ID_4792,Medium
ID_4793,High
ID_4794,Low
ID_4795,Medium
ID_4796,High
ID_4797,Low
ID_4798,Medium
ID_4799,High
ID_4800,Low
ID_4801,Medium
ID_4802,High
ID_4803,Low
ID_4804,Medium
ID_4805,High
ID_4806,Low
ID_4807,Medium
ID_4808,High
ID_4809,Low
ID_4810,Medium
ID_4811,High
ID_4812,Low
ID_4813,Medium
ID_4814,High
ID_4815,Low
ID_4816,Medium
ID_4817,High
ID_4818,Low
ID_4819,Medium
ID_4820,High
ID_4821,Low
ID_4822,Medium
ID_4823,High
ID_4824,Low
ID_4825,Medium
ID_4826,High
ID_4827,Low
ID_4828,Medium
ID_4829,High
ID_4830,Low
ID_4831,Medium
ID_4832,High
ID_4833,Low
ID_4834,Medium
ID_4835,High
ID_4836,Low
ID_4837,Medium
ID_4838,High
ID_4839,Low
ID_4840,Medium
ID_4841,High
ID_4842,Low
ID_4843,Medium
ID_4844,High
ID_4845,Low
ID_4846,Medium
ID_4847,High
ID_4848,Low
ID_4849,Medium
ID_4850,High
ID_4851,Low
ID_4852,Medium
ID_4853,High
ID_4854,Low
ID_4855,Medium
ID_4856,High
ID_4857,Low
ID_4858,Medium
ID_4859,High
ID_4860,Low
ID_4861,Medium
ID_4862,High
ID_4863,Low
ID_4864,Medium
ID_4865,High
ID_4866,Low
ID_4867,Medium
ID_4868,High
ID_4869,Low
ID_4870,Medium
ID_4871,High
ID_4872,Low
ID_4873,Medium
ID_4874,High
ID_4875,Low
ID_4876,Medium
ID_4877,High
ID_4878,Low
ID_4879,Medium
ID_4880,High
ID_4881,Low
ID_4882,Medium
ID_4883,High
ID_4884,Low
ID_4885,Medium
ID_4886,High
ID_4887,Low
ID_4888,Medium
ID_4889,High
ID_4890,Low
ID_4891,Medium
ID_4892,High
ID_4893,Low
ID_4894,Medium
ID_4895,High
ID_4896,Low
ID_4897,Medium
ID_4898,High
ID_4899,Low
ID_4900,Medium
ID_4901,High
ID_4902,Low
ID_4903,Medium
ID_4904,High
ID_4905,Low
ID_4906,Medium
ID_4907,High
ID_4908,Low
ID_4909,Medium
ID_4910,High
ID_4911,Low
ID_4912,Medium
ID_4913,High
ID_4914,Low
ID_4915,Medium
ID_4916,High
ID_4917,Low
ID_4918,Medium
ID_4919,High
ID_4920,Low
ID_4921,Medium
ID_4922,High
ID_4923,Low
ID_4924,Medium
ID_4925,High
ID_4926,Low
ID_4927,Medium
ID_4928,High
ID_4929,Low
ID_4930,Medium
ID_4931,High
ID_4932,Low
ID_4933,Medium
ID_4934,High
ID_4935,Low
ID_4936,Medium
ID_4937,High
ID_4938,Low
ID_4939,Medium
ID_4940,High
ID_4941,Low
ID_4942,Medium
ID_4943,High
ID_4944,Low
ID_4945,Medium
ID_4946,High
ID_4947,Low
ID_4948,Medium
ID_4949,High
ID_4950,Low
ID_4951,Medium
ID_4952,High
ID_4953,Low
ID_4954,Medium
ID_4955,High
ID_4956,Low
ID_4957,Medium
ID_4958,High
ID_4959,Low
ID_4960,Medium
ID_4961,High
ID_4962,Low
ID_4963,Medium
ID_4964,High
ID_4965,Low
ID_4966,Medium
ID_4967,High
ID_4968,Low
ID_4969,Medium
ID_4970,High
ID_4971,Low
ID_4972,Medium
ID_4973,High
ID_4974,Low
ID_4975,Medium
ID_4976,High
ID_4977,Low
ID_4978,Medium
ID_4979,High
ID_4980,Low
ID_4981,Medium
ID_4982,High
ID_4983,Low
ID_4984,Medium
ID_4985,High
ID_4986,Low
ID_4987,Medium
ID_4988,High
ID_4989,Low
ID_4990,Medium
ID_4991,High
ID_4992,Low
ID_4993,Medium
ID_4994,High
ID_4995,Low
ID_4996,Medium
ID_4997,High
ID_4998,Low
ID_4999,Medium
ID_5000,High
ID_5001,Low
ID_5002,Medium
ID_5003,High
ID_5004,Low
ID_5005,Medium
ID_5006,High
ID_5007,Low
ID_5008,Medium
ID_5009,High
ID_5010,Low
ID_5011,Medium
ID_5012,High
ID_5013,Low
ID_5014,Medium
ID_5015,High
ID_5016,Low
ID_5017,Medium
ID_5018,High
ID_5019,Low
ID_5020,Medium
ID_5021,High
ID_5022,Low
ID_5023,Medium
ID_5024,High
ID_5025,Low
ID_5026,Medium
ID_5027,High
ID_5028,Low
ID_5029,Medium
ID_5030,High
ID_5031,Low
ID_5032,Medium
ID_5033,High
ID_5034,Low
ID_5035,Medium
ID_5036,High
ID_5037,Low
ID_5038,Medium
ID_5039,High
ID_5040,Low
ID_5041,Medium
ID_5042,High
ID_5043,Low
ID_5044,Medium
ID_5045,High
ID_5046,Low
ID_5047,Medium
ID_5048,High
ID_5049,Low
ID_5050,Medium
ID_5051,High
ID_5052,Low
ID_5053,Medium
ID_5054,High
ID_5055,Low
ID_5056,Medium
ID_5057,High
ID_5058,Low
ID_5059,Medium
ID_5060,High
ID_5061,Low
ID_5062,Medium
ID_5063,High
ID_5064,Low
ID_5065,Medium
ID_5066,High
ID_5067,Low
ID_5068,Medium
ID_5069,High
ID_5070,Low
ID_5071,Medium
ID_5072,High
ID_5073,Low
ID_5074,Medium
ID_5075,High
ID_5076,Low
ID_5077,Medium
ID_5078,High
ID_5079,Low
ID_5080,Medium
ID_5081,High
ID_5082,Low
ID_5083,Medium
ID_5084,High
ID_5085,Low
ID_5086,Medium
ID_5087,High
ID_5088,Low
ID_5089,Medium
ID_5090,High
ID_5091,Low
ID_5092,Medium
ID_5093,High
ID_5094,Low
ID_5095,Medium
ID_5096,High
ID_5097,Low
ID_5098,Medium
ID_5099,High
ID_5100,Low
ID_5101,Medium
ID_5102,High
ID_5103,Low
ID_5104,Medium
ID_5105,High
ID_5106,Low
ID_5107,Medium
ID_5108,High
